fname,lname,name,citizen,village,sex,age,yob,dthmdy,deathtime,ddthtime,dthmondd,deathdate,deathnote,deathclsnt,deathtype,deathhgtm,deathclass,ams,weather,msuccess,o2used,o2none,myear,mseason,yearseas,msmtbid,msmtterm,expldr,hired,sherpa,tibetan,expid,membid,peakid,host,deathrte,route1,route2,agency,agntid,peakexps,peakabvbc,peaksmts,allexps,allabvbc,allsmts,highexps,highabvbc,highsmts,maxhighpt,maxpeakid
Michael Anthony,Rheinberger,Michael Anthony Rheinberger,Australia,,M,53,1940,27-May-94,,0,27-May,5/27/94,Exhaustion (8680m)(a),Descending from summit bid,2,8680,5,1,0,1,1,0,1994,1,1994 Spr,Successful bid,Success,USA (Eric Simonson),0,0,0,EVER-941-03,16,EVER,China,1,N Col-N Ridge-N Face,,,,6,6,0,8,8,0,7,7,0,8500,EVER
Mingma Norbu/Nuru,Sherpa,Mingma Norbu/Nuru Sherpa (Beding),Nepal, (Beding),M,24,,12-Sep-94,12:00,12,12-Sep,9/12/94,Avalanche (6750m),Route preparation,7,6750,3,0,0,0,0,1,1994,3,1994 Aut,No summit bid,Accident (Death or Injury to Self or Others),Norway (Jon Gangdal),1,1,0,EVER-943-03,21,EVER,China,1,N Rib-W Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Kami Rita,Sherpa,Kami Rita Sherpa,Nepal,,M,22,,6-May-95,,0,6-May,5/6/95,Fall (7100m),Route preparation,4,7100,3,0,0,0,0,1,1995,1,1995 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Todd Burleson),1,1,0,EVER-951-09,14,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Xavier,Lamas Miralles,Xavier Lamas Miralles,Spain,,M,32,1963,Aut 1995,,0,,  -   -,Avalanche (e),Death enroute BC,7,0,1,0,0,0,0,1,1995,3,1995 Aut,No summit bid,Accident (Death or Injury to Self or Others),Spain (Albert Castellet),0,0,0,EVER-953-02,6,EVER,China,0,,,,,0,0,0,1,1,0,1,1,0,0,
Lhakpa Nuru,Sherpa,Lhakpa Nuru Sherpa (Kharikhola),Nepal, (Kharikhola),M,30,,10-Sep-95,,0,10-Sep,9/10/95,Avalanche (6900m),Route preparation,7,6900,3,0,0,0,0,1,1995,3,1995 Aut,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Lee Dong-Ho),1,1,0,EVER-953-06,10,EVER,China,1,NE Ridge (to 7700m),,,,0,0,0,0,0,0,0,0,0,0,
Jangbu,Sherpa,Jangbu Sherpa (Nele),Nepal, (Nele),M,28,1967,14-Oct-95,,0,14-Oct,10/14/95,Fall (8800m),Descending from summit bid,4,8800,5,0,0,1,1,0,1995,3,1995 Aut,Successful bid,Success,S Korea (Kim Jong-Ho),1,1,0,EVER-953-05,9,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Nawang Dorje,Sherpa,Nawang Dorje Sherpa (Rolwaling),Nepal, (Rolwaling),M,0,,23-Apr-96,,0,23-Apr,4/23/96,AMS (6450m)(a),Route preparation,1,6450,3,1,0,0,0,1,1996,1,1996 Spr,No summit bid,"Altitude (AMS Symptoms, Breathing or Unwell)",USA (Scott Fischer),1,1,0,EVER-961-13,14,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Yu-Nan,Chen,Yu-Nan Chen,Taiwan,,M,36,1959,9-May-96,6:00,6,9-May,5/9/96,Fall (7200m),Route preparation,4,7200,3,0,0,0,1,0,1996,1,1996 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),Taiwan (Gau Ming-Ho (Makalu)),0,0,0,EVER-961-01,2,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,1,1,0,1,1,0,0,
Douglas (Doug),Hansen,Douglas (Doug) Hansen,USA,,M,46,1949,10-May-96,,0,10-May,5/10/96,Exposure/Frostbite (8700m)(w),Descending from summit bid,3,8700,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,4,EVER,Nepal,1,S Col-SE Ridge,,,,1,1,0,1,1,0,1,1,0,8750,EVER
Andrew Michael (Andy),Harris,Andrew Michael (Andy) Harris,New Zealand,,M,31,1964,10-May-96,,0,10-May,5/10/96,Fall (8400m)(w),Descending from summit bid,4,8400,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,5,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,1,1,1,0,0,0,6686,CHOB
Dorje Morup,,Dorje Morup,India,,M,47,1948,11-May-96,,0,11-May,5/11/96,Exposure/Frostbite (8680m)(w),Descending from summit bid,3,8680,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,India (Mohinder Singh),0,0,1,EVER-961-10,4,EVER,China,1,N Col-N Ridge-N Face,,,,0,0,0,0,0,0,0,0,0,0,
Tsewang Paljor,,Tsewang Paljor,India,,M,28,1968,11-May-96,,0,11-May,5/11/96,Exposure/Frostbite (8550m)(w),Descending from summit bid,3,8550,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,India (Mohinder Singh),0,0,0,EVER-961-10,5,EVER,China,1,N Col-N Ridge-N Face,,,,0,0,0,0,0,0,0,0,0,0,
Scott Eugene,Fischer,Scott Eugene Fischer,USA,,M,40,1955,11-May-96,12:00,12,11-May,5/11/96,Exposure/Frostbite (8400m)(a)(w),Descending from summit bid,3,8400,5,1,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,USA (Scott Fischer),0,0,0,EVER-961-13,1,EVER,Nepal,1,S Col-SE Ridge,,,,4,4,1,8,8,4,5,5,2,8849,EVER
Robert Edwin (Rob),Hall,Robert Edwin (Rob) Hall,New Zealand,,M,35,1961,11-May-96,17:00,17,11-May,5/11/96,Exposure/Frostbite (8700m)(w),Descending from summit bid,3,8700,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,1,EVER,Nepal,1,S Col-SE Ridge,,,,7,7,4,15,15,10,13,13,8,8849,EVER
Yasuko,Namba,Ms. Yasuko Namba,Japan,,F,47,1949,11-May-96,3:00,3,11-May,5/11/96,Exposure/Frostbite (7900m)(w),Descending from summit bid,3,7900,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,New Zealand (Rob Hall),0,0,0,EVER-961-15,10,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tsewang,Smanla,Tsewang Smanla,India,,M,38,1957,11-May-96,,0,11-May,5/11/96,Exposure/Frostbite (8700m)(w),Descending from summit bid,3,8700,5,0,1,1,1,0,1996,1,1996 Spr,Successful bid,Success,India (Mohinder Singh),0,0,0,EVER-961-10,31,EVER,China,1,N Col-N Ridge-N Face,,,,0,0,0,1,1,1,1,1,1,8586,KANG
Reinhard,Wlasich,Reinhard Wlasich,Austria,,M,45,1951,19-May-96,1:45,1.75,19-May,5/19/96,AMS (8250m)(a),Route preparation,1,8250,3,1,0,0,1,0,1996,1,1996 Spr,Aborted at high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Hungary (Sandor Nagy),0,0,0,EVER-961-22,17,EVER,China,2,N Col-Great Couloir-N Ridge (to 8250m),,,,0,0,0,1,1,1,1,1,1,8188,CHOY
Bruce,Herrod,Bruce Herrod,UK,,M,37,1958,25-May-96,18:00,18,25-May,5/25/96,Fall (8750m),Descending from summit bid,4,8750,5,0,0,1,1,0,1996,1,1996 Spr,Successful bid,Success,S Africa (Ian Woodall),0,0,0,EVER-961-08,6,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Yves,Bouchon,Yves Bouchon,France,,M,47,1949,21-Sep-96,,0,21-Sep,9/21/96,Avalanche (7800m),Route preparation,7,7800,3,0,0,0,0,1,1996,3,1996 Aut,No summit bid,Accident (Death or Injury to Self or Others),France (Bernard Muller),0,0,0,EVER-963-06,2,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dawa,Sherpa,Dawa Sherpa (Salleri),Nepal, (Salleri),M,35,,21-Sep-96,,0,21-Sep,9/21/96,Avalanche (7800m),Route preparation,7,7800,3,0,0,0,0,1,1996,3,1996 Aut,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Lim Hyung-Chil),1,1,0,EVER-963-02,10,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Lobsang Jangbu,Sherpa,Lobsang Jangbu Sherpa (Beding),Nepal, (Beding),M,25,1971,21-Sep-96,,0,21-Sep,9/21/96,Avalanche (7800m),Route preparation,7,7800,3,0,0,0,0,1,1996,3,1996 Aut,No summit bid,Accident (Death or Injury to Self or Others),Japan (Hirofumi Konishi),1,1,0,EVER-963-04,3,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Malcolm (Mal),Duff,Malcolm (Mal) Duff,UK,,M,43,1953,22-Apr-97,,0,22-Apr,4/22/97,Illness (non-AMS) (5350m),Death at BC,10,5350,2,0,0,0,0,1,1997,1,1997 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Malcolm Duff),0,0,0,EVER-971-26,1,EVER,Nepal,0,,,,,3,3,0,14,14,2,6,6,1,8188,CHOY
Nima Rinji,Sherpa,Nima Rinji Sherpa (Lokhim),Nepal, (Lokhim),M,30,,6-May-97,,0,6-May,5/6/97,Fall (7600m),Route preparation,4,7600,3,0,0,0,0,1,1997,1,1997 Spr,No summit bid,Accident (Death or Injury to Self or Others),Malaysia (Nor Ramlle Sulaiman),1,1,0,EVER-971-04,28,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Nikolai,Chevtchenko,Nikolai Chevtchenko,Russia,,M,52,1944,7-May-97,,0,7-May,5/7/97,Exposure/Frostbite (8700m),Descending from summit bid,3,8700,5,0,0,1,1,0,1997,1,1997 Spr,Successful bid,Success,Kazakhstan (Ervand T. Ilyinski),0,0,0,EVER-971-08,3,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Ivan,Plotnikov,Ivan Plotnikov,Russia,,M,36,1960,7-May-97,,0,7-May,5/7/97,Exposure/Frostbite (8700m),Descending from summit bid,3,8700,5,0,0,1,1,0,1997,1,1997 Spr,Successful bid,Success,Kazakhstan (Ervand T. Ilyinski),0,0,0,EVER-971-08,19,EVER,China,1,N Col-NE Ridge,,,,0,0,0,3,3,3,3,3,3,8485,MAKA
Mingmar (Mingma),Tamang,Mingmar (Mingma) Tamang (Chimding),Nepal, (Chimding),M,35,,7-May-97,,0,7-May,5/7/97,Fall (8500m),Descending from summit bid,4,8500,5,0,0,0,1,0,1997,1,1997 Spr,Aborted above high camp,"Exhaustion, Fatigue, Weakness or Lack of Motivatio",S Korea (Lee Dong-Yeon),1,0,0,EVER-971-25,12,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Alexandre,Torochin,Alexandre Torochin,Russia,,M,45,1951,7-May-97,14:00,14,7-May,5/7/97,Fall (8500m),Ascending in summit bid,4,8500,4,0,0,0,1,0,1997,1,1997 Spr,Aborted above high camp,"Bad Weather (Storms, High Winds)",Kazakhstan (Ervand T. Ilyinski),0,0,0,EVER-971-08,24,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Peter Andreas,Kowalzik,Peter Andreas Kowalzik,Germany,,M,29,1967,8-May-97,,0,8-May,5/8/97,Disappearance(8560m),Ascending in summit bid,9,8560,4,0,0,0,0,1,1997,1,1997 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Germany (Peter Kowalzik),0,0,0,EVER-971-16,1,EVER,China,1,N Col-NE Ridge,,,,4,4,0,5,5,1,5,5,1,8650,EVER
Tenzing Nuru,Sherpa,Tenzing Nuru Sherpa (Yilajung),Nepal, (Yilajung),M,27,,25-May-97,,0,25-May,5/25/97,Fall (8800m),Descending from summit bid,4,8800,5,0,0,1,1,0,1997,1,1997 Spr,Successful bid,Success,USA (Todd Burleson),1,1,0,EVER-971-21,12,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Byung-Soo,Choi,Byung-Soo Choi,S Korea,,M,33,1964,8-Sep-97,,0,8-Sep,9/8/97,Avalanche (6800m),Route preparation,7,6800,3,0,0,0,0,1,1997,3,1997 Aut,No summit bid,Accident (Death or Injury to Self or Others),S Korea (Kim Teuk-Hee),0,0,0,EVER-973-09,3,EVER,China,1,N Col-NE Ridge,,,,0,0,0,3,3,1,2,2,1,8188,CHOY
Sergei Anatolievich,Arsentiev,Sergei Anatolievich Arsentiev,Russia,,M,39,1958,23-May-98,,0,23-May,5/23/98,Disappearance(8500m),Descending from summit bid,9,8500,5,0,0,1,0,1,1998,1,1998 Spr,Successful bid,Success,Russia (Boris Sedousov),0,0,0,EVER-981-07,4,EVER,China,1,N Col-NE Ridge,,,,1,1,1,6,6,5,6,6,5,8849,EVER
Francys,Distefano-Arsentiev,Ms. Francys Distefano-Arsentiev,USA,,F,40,1958,24-May-98,8:45,8.75,24-May,5/24/98,Exposure/Frostbite (8600m)(a),Descending from summit bid,3,8600,5,1,0,1,0,1,1998,1,1998 Spr,Successful bid,Success,Russia (Boris Sedousov),0,0,0,EVER-981-07,9,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Roger,Buick,Roger Buick,New Zealand,,M,52,1946,26-May-98,,0,26-May,5/26/98,Exposure/Frostbite (7400m),Route preparation,3,7400,3,0,0,0,0,1,1998,1,1998 Spr,Aborted below high camp,Accident (Death or Injury to Self or Others),New Zealand (Roger Buick),0,0,0,EVER-981-32,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Mark Howard,Jennings,Mark Howard Jennings,UK,,M,49,1948,26-May-98,,0,26-May,5/26/98,AMS (8200m)(a),Descending from summit bid,1,8200,5,1,0,1,1,0,1998,1,1998 Spr,Successful bid,Success,UK (Mark Jennings),0,0,0,EVER-981-25,1,EVER,China,1,N Col-NE Ridge,,,,2,2,0,2,2,0,2,2,0,7900,EVER
Vasili (Vazyl),Kopytko,Vasili (Vazyl) Kopytko,Ukraine,,M,34,1964,8-May-99,,0,8-May,5/8/99,Exposure/Frostbite (8500m),Descending from summit bid,3,8500,5,0,0,1,0,1,1999,1,1999 Spr,Successful bid,Success,Ukraine (Valentin Simonenko),0,0,0,EVER-991-34,6,EVER,China,1,N Col-NE Ridge,,,,0,0,0,4,4,3,2,2,1,8188,CHOY
Michael Robert,Matthews,Michael Robert Matthews,UK,,M,22,1977,13-May-99,,0,13-May,5/13/99,Fall (8600m)(w),Descending from summit bid,4,8600,5,0,1,1,1,0,1999,1,1999 Spr,Successful bid,Success,"UK (Jonathan Tinker, Nikola Kekus)",0,0,0,EVER-991-18,12,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tadeusz (Tadek),Kudelski,Tadeusz (Tadek) Kudelski,Poland,,M,44,1954,18-May-99,17:00,17,18-May,5/18/99,Fall (8600m),Descending from summit bid,4,8600,5,0,0,1,1,0,1999,1,1999 Spr,Successful bid,Success,Poland (Ryszard Pawlowski),0,0,0,EVER-991-31,7,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Pascal,Debrouwer,Pascal Debrouwer,Belgium,,M,29,1970,19-May-99,,0,19-May,5/19/99,Fall (8400m),Descending from summit bid,4,8400,5,0,0,1,1,0,1999,1,1999 Spr,Successful bid,Success,Belgium (Pascal Debrouwer),0,0,0,EVER-991-04,1,EVER,China,1,N Col-NE Ridge,,,,2,2,0,5,5,1,5,5,1,8300,EVER
Jeppe,Stoltz,Jeppe Stoltz,Denmark,,M,27,1972,20-May-00,6:30,6.5,20-May,5/20/00,Fall (8500m),Ascending in summit bid,4,8500,4,0,0,0,0,1,2000,1,2000 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Denmark (Per Bager),0,0,0,EVER-001-47,2,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Geng-Hua,Yan,Geng-Hua Yan,China,,M,41,1958,21-May-00,,0,21-May,5/21/00,Exposure/Frostbite (8750m),Descending from summit bid,3,8750,5,0,0,1,1,0,2000,1,2000 Spr,Successful bid,Success,China (Yan Geng-Hua),0,0,0,EVER-001-43,1,EVER,China,1,N Col-NE Ridge,,,,1,1,0,1,1,0,1,1,0,8100,EVER
Babu Chiri (Babu Tshering),Sherpa,Babu Chiri (Babu Tshering) Sherpa (Chhulemu),Nepal, (Chhulemu),M,35,1965,29-Apr-01,16:00,16,29-Apr,4/29/01,Crevasse (6400m),Route preparation,5,6400,3,0,0,0,0,1,2001,1,2001 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Brant Didden),1,1,0,EVER-011-01,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Peter Gerfried,Ganner,Peter Gerfried Ganner,Austria,,M,57,1944,23-May-01,8:00,8,23-May,5/23/01,Fall (8500m),Ascending in summit bid,4,8500,4,0,0,0,1,0,2001,1,2001 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Austria (Peter Ganner),0,0,0,EVER-011-12,1,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,1,1,1,1,1,1,8188,CHOY
Mark,Auricht,Mark Auricht,Australia,,M,37,1963,24-May-01,7:00,7,24-May,5/24/01,Illness (non-AMS) (7900m),Descending from summit bid,10,7900,5,0,0,0,1,0,2001,1,2001 Spr,Aborted above high camp,Too Late in Day or Too Slow,Australia (Duncan Chessell),0,0,0,EVER-011-26,2,EVER,China,1,N Col-NE Ridge,,,,0,0,0,2,2,2,1,1,1,8485,MAKA
Aleksei (Alex),Nikiforov,Aleksei (Alex) Nikiforov,Russia,,M,45,1955,24-May-01,17:00,17,24-May,5/24/01,AMS (8400m)(a),Descending from summit bid,1,8400,5,1,0,0,1,0,2001,1,2001 Spr,Aborted above high camp,"Altitude (AMS Symptoms, Breathing or Unwell)",Russia (Dmitri Bochkov),0,0,0,EVER-011-48,8,EVER,China,1,N Col-NE Ridge,,,,0,0,0,1,1,1,1,1,1,8485,MAKA
Santor,Gardos,Santor Gardos,Hungary,,M,38,1963,17-Oct-01,,0,17-Oct,10/17/01,Fall (7000m),Route preparation,4,7000,3,0,0,0,0,1,2001,3,2001 Aut,Aborted below high camp,Accident (Death or Injury to Self or Others),Hungary (Laszlo Mecs),0,0,0,EVER-013-03,6,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Peter,Legate,Peter Legate,UK,,M,38,1963,30-Apr-02,6:30,6.5,30-Apr,4/30/02,Fall (7000m),Route preparation,4,7000,3,0,0,0,0,1,2002,1,2002 Spr,No summit bid,Accident (Death or Injury to Self or Others),UK (Henry Todd),0,0,0,EVER-021-39,5,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,1,1,0,0,0,0,6250,AMAD
Zoran,Miletic,Zoran Miletic,Yugoslavia,,M,41,1960,17-May-02,,0,17-May,5/17/02,Unknown (7800m),Descending from summit bid,12,7800,5,0,0,0,1,0,2002,1,2002 Spr,Aborted above high camp,Unknown,"Russia (Viachoslav Skripko, Borislav Dimitrov)",0,0,0,EVER-021-03,6,EVER,China,1,N Col-N Face,,,,1,1,0,2,2,0,1,1,0,8550,EVER
Marco,Siffredi,Marco Siffredi,France,,M,23,1979,8-Sep-02,13:15,13.25,8-Sep,9/8/02,Fall (8600m),Descending from summit bid,4,8600,5,0,0,1,1,0,2002,3,2002 Aut,Successful bid,Success,France (Marco Siffredi),0,0,0,EVER-023-01,1,EVER,China,1,"N Col up, Hornbein Couloir down",,,,1,1,1,3,3,3,2,2,2,8849,EVER
Arnaud,Saulnier,Arnaud Saulnier,France,,M,30,,8-Apr-03,,0,8-Apr,4/8/03,Illness (non-AMS) (5300m),Death at BC,10,5300,2,0,0,0,0,1,2003,1,2003 Spr,No summit bid,Accident (Death or Injury to Self or Others),France (Jean-Michel Asselin),0,0,0,EVER-031-14,19,EVER,Nepal,0,,,,,0,0,0,0,0,0,0,0,0,0,
Karma Gyalzen,Sherpa,Karma Gyalzen Sherpa (Kurima),Nepal, (Kurima),M,28,,24-May-03,19:30,19.5,24-May,5/24/03,AMS (6000m)(a),Expedition evacuation,1,6000,6,1,0,0,0,1,2003,1,2003 Spr,No summit bid,Route/Camp Preparation or Fixing Rope,USA (Gary Guller),1,1,0,EVER-031-24,6,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Jan Krysztof,Liszewski,Jan Krysztof Liszewski,Poland,,M,55,1948,25-May-03,,0,25-May,5/25/03,Fall (7600m),Route preparation,4,7600,3,0,0,0,0,1,2003,1,2003 Spr,Aborted at high camp,Accident (Death or Injury to Self or Others),Poland (Krysztof Liszewski),0,0,0,EVER-031-61,1,EVER,China,1,N Col-N Face,,,,1,1,0,3,3,0,3,3,0,8650,EVER
Bhim Bahadur,Gurung,Bhim Bahadur Gurung (Karmaiya),Nepal, (Karmaiya),M,38,1964,27-May-03,,0,27-May,5/27/03,Crevasse (5900m),Expedition evacuation,5,5900,6,0,0,1,1,0,2003,1,2003 Spr,Successful bid,Success,Nepal (Surya Sen Thakuri (Nepalese team)),0,0,0,EVER-031-05,7,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Nils P.,Antezana,Nils P. Antezana,USA,,M,69,1935,18-May-04,,0,18-May,5/18/04,Exhaustion (8500m)(a),Descending from summit bid,2,8500,5,1,0,1,1,0,2004,1,2004 Spr,Successful bid,Success,Argentina (Gustavo Lisi),0,0,0,EVER-041-53,2,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Joon-Ho,Baek,Joon-Ho Baek,S Korea,,M,36,1967,18-May-04,,0,18-May,5/18/04,Exhaustion (8500m),Ascending in summit bid,2,8500,4,0,0,0,1,0,2004,1,2004 Spr,Aborted above high camp,"Assisting, Guiding, Supporting or Accompanying Oth",S Korea (Baek Joon-Ho),0,0,0,EVER-041-42,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,2,2,2,2,2,2,8516,LHOT
Min,Jang,Min Jang,S Korea,,M,26,1978,18-May-04,,0,18-May,5/18/04,Exhaustion (8700m),Descending from summit bid,2,8700,5,0,0,1,1,0,2004,1,2004 Spr,Successful bid,Success,S Korea (Baek Joon-Ho),0,0,0,EVER-041-42,3,EVER,China,1,N Col-NE Ridge,,,,0,0,0,1,1,0,1,1,0,0,
Mu-Taek,Park,Mu-Taek Park,S Korea,,M,34,1969,18-May-04,,0,18-May,5/18/04,Exposure/Frostbite (8500m),Descending from summit bid,3,8500,5,0,0,1,1,0,2004,1,2004 Spr,Successful bid,Success,S Korea (Baek Joon-Ho),0,0,0,EVER-041-42,5,EVER,China,1,N Col-NE Ridge,,,,1,1,1,5,5,4,3,3,3,8849,EVER
Hristo Ganchev,Hristov,Hristo Ganchev Hristov,Bulgaria,,M,26,1977,20-May-04,,0,20-May,5/20/04,Exhaustion (8600m),Descending from summit bid,2,8600,5,0,0,1,0,1,2004,1,2004 Spr,Successful bid,Success,Bulgaria (Metodi Savov),0,0,0,EVER-041-07,3,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Shoko,Ota,Ms. Shoko Ota,Japan,,F,63,1941,20-May-04,,0,20-May,5/20/04,Fall (8600m),Descending from summit bid,4,8600,5,0,0,1,1,0,2004,1,2004 Spr,Successful bid,Success,Japan (Kenji Kondo),0,0,0,EVER-041-31,6,EVER,China,1,N Col-NE Ridge,,,,0,0,0,1,1,1,1,1,1,8188,CHOY
Mariana Prodanova,Maslarova,Ms. Mariana Prodanova Maslarova,Bulgaria,,F,43,1961,23-May-04,17:30,17.5,23-May,5/23/04,Disappearance(8700m),Ascending in summit bid,9,8700,4,0,0,0,1,0,2004,1,2004 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),Bulgaria (Mariana Maslarova),0,0,0,EVER-041-09,1,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Sean,Egan,Sean Egan,Canada,,M,63,1942,28-Apr-05,,0,28-Apr,4/28/05,Illness (non-AMS) (4600m),Death at BC,10,4600,2,0,0,0,0,1,2005,1,2005 Spr,No summit bid,Accident (Death or Injury to Self or Others),Canada (Sean Egan),0,0,0,EVER-051-86,1,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Michael Corey,O'Brien,Michael Corey O'Brien,USA,,M,39,1965,2-May-05,12:00,12,2-May,5/2/05,Crevasse (5800m),Route preparation,5,5800,3,0,0,0,0,1,2005,1,2005 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Dan Mazur),0,0,0,EVER-051-95,6,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,1,1,0,1,1,0,8100,CHOY
Marko,Lihteneker,Marko Lihteneker,Slovenia,,M,35,1969,21-May-05,,0,21-May,5/21/05,Fall (8600m),Descending from summit bid,4,8600,5,0,0,1,1,0,2005,1,2005 Spr,Successful bid,Success,Russia (Alexander Abramov),0,0,0,EVER-051-15,11,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Sirigereshiva Shankarappa,Chaitanya,Sirigereshiva Shankarappa Chaitanya,India,,M,31,1973,30-May-05,,0,30-May,5/30/05,Fall (8700m),Descending from summit bid,4,8700,5,0,0,1,1,0,2005,1,2005 Spr,Successful bid,Success,India (Amit Chowdhury),0,0,0,EVER-051-42,2,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dieter,Kramer,Dieter Kramer,Germany,,M,49,1956,4-Jun-05,,0,4-Jun,6/4/05,Illness (non-AMS) (8000m),Descending from summit bid,10,8000,5,0,0,0,1,0,2005,1,2005 Spr,Aborted above high camp,Too Late in Day or Too Slow,Switzerland (Karl Kobler),0,0,0,EVER-051-40,5,EVER,China,1,N Col-NE Ridge,,,,0,0,0,2,2,0,1,1,0,8140,CHOY
Robert William (Rob),Milne,Robert William (Rob) Milne,UK,,M,48,1956,5-Jun-05,2:30,2.5,5-Jun,6/5/05,Illness (non-AMS) (8200m),Ascending in summit bid,10,8200,4,0,0,0,1,0,2005,1,2005 Spr,Aborted above high camp,Accident (Death or Injury to Self or Others),UK (Henry Todd),0,0,0,EVER-051-90,9,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Tuk Bahadur,Thapa Magar,Tuk Bahadur Thapa Magar,Nepal,,M,32,,4-Apr-06,23:40,23.67,4-Apr,4/4/06,AMS (7000m)(a),Route preparation,1,7000,3,1,0,0,0,1,2006,1,2006 Spr,No summit bid,Did Not Climb or Intend to Smt,New Zealand (Russell Brice),1,0,0,EVER-061-43,35,EVER,China,1,N Col-NE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
Dawa Temba,Sherpa,Dawa Temba Sherpa (Thamo),Nepal, (Thamo),M,21,1984,21-Apr-06,7:30,7.5,21-Apr,4/21/06,Icefall Collapse (5800m),Route preparation,6,5800,3,0,0,0,0,1,2006,1,2006 Spr,No summit bid,Accident (Death or Injury to Self or Others),USA (Douglas Tumminello),1,1,0,EVER-061-02,4,EVER,Nepal,1,S Col-SE Ridge,,,,0,0,0,0,0,0,0,0,0,0,
